 ID,Date,Water Level / Niveau d'eau (m),Grade,Symbol / Symbole,QA/QC,Discharge / DÃ©bit (cms),Grade,Symbol / Symbole,QA/QC
02OA016,2024-01-01T04:55:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T05:00:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T05:05:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T05:10:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T05:15:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T05:20:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T05:25:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T05:30:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T05:35:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T05:40:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T05:45:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T05:50:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T05:55:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T06:00:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T06:05:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T06:10:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T06:15:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T06:20:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T06:25:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T06:30:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T06:35:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T06:40:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T06:45:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T06:50:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T06:55:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T07:00:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T07:05:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T07:10:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T07:15:00-05:00,1.291,,,1,8960,,,1
02OA016,2024-01-01T07:20:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T07:25:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T07:30:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T07:35:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T07:40:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T07:45:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T07:50:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T07:55:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T08:00:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T08:05:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T08:10:00-05:00,1.292,,,1,8970,,,1
02OA016,2024-01-01T08:15:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T08:20:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T08:25:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T08:30:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T08:35:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T08:40:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T08:45:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T08:50:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T08:55:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T09:00:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T09:05:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T09:10:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T09:15:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T09:20:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T09:25:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T09:30:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T09:35:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T09:40:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T09:45:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T09:50:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T09:55:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T10:00:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T10:05:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T10:10:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T10:15:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T10:20:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T10:25:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T10:30:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T10:35:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T10:40:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T10:45:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T10:50:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T10:55:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T11:00:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T11:05:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T11:10:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T11:15:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T11:20:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T11:25:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T11:30:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T11:35:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T11:40:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T11:45:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T11:50:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T11:55:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T12:00:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T12:05:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T12:10:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T12:15:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T12:20:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T12:25:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T12:30:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T12:35:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T12:40:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T12:45:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T12:50:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T12:55:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T13:00:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T13:05:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T13:10:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T13:15:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T13:20:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T13:25:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T13:30:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T13:35:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T13:40:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T13:45:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T13:50:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T13:55:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T14:00:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T14:05:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T14:10:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T14:15:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T14:20:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T14:25:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T14:30:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T14:35:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T14:40:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T14:45:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T14:50:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T14:55:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T15:00:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T15:05:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T15:10:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T15:15:00-05:00,1.291,,,1,8960,,,1
02OA016,2024-01-01T15:20:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T15:25:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T15:30:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T15:35:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T15:40:00-05:00,1.279,,,1,8920,,,1
02OA016,2024-01-01T15:45:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T15:50:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T15:55:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T16:00:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T16:05:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T16:10:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T16:15:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T16:20:00-05:00,1.292,,,1,8970,,,1
02OA016,2024-01-01T16:25:00-05:00,1.291,,,1,8960,,,1
02OA016,2024-01-01T16:30:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T16:35:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T16:40:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T16:45:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T16:50:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T16:55:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T17:00:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T17:05:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T17:10:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T17:15:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T17:20:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T17:25:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T17:30:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T17:35:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T17:40:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T17:45:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T17:50:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T17:55:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T18:00:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T18:05:00-05:00,1.293,,,1,8970,,,1
02OA016,2024-01-01T18:10:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T18:15:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T18:20:00-05:00,1.292,,,1,8970,,,1
02OA016,2024-01-01T18:25:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T18:30:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T18:35:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T18:40:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T18:45:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T18:50:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T18:55:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T19:00:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T19:05:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T19:10:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T19:15:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T19:20:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T19:25:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T19:30:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T19:35:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T19:40:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T19:45:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T19:50:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T19:55:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T20:00:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T20:05:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T20:10:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T20:15:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T20:20:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T20:25:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-01T20:30:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T20:35:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T20:40:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T20:45:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T20:50:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T20:55:00-05:00,1.283,,,1,8930,,,1
02OA016,2024-01-01T21:00:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T21:05:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T21:10:00-05:00,1.288,,,1,8950,,,1
02OA016,2024-01-01T21:15:00-05:00,1.279,,,1,8920,,,1
02OA016,2024-01-01T21:20:00-05:00,1.287,,,1,8950,,,1
02OA016,2024-01-01T21:25:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T21:30:00-05:00,1.294,,,1,8970,,,1
02OA016,2024-01-01T21:35:00-05:00,1.291,,,1,8960,,,1
02OA016,2024-01-01T21:40:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T21:45:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T21:50:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T21:55:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T22:00:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T22:05:00-05:00,1.292,,,1,8970,,,1
02OA016,2024-01-01T22:10:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T22:15:00-05:00,1.291,,,1,8960,,,1
02OA016,2024-01-01T22:20:00-05:00,1.286,,,1,8940,,,1
02OA016,2024-01-01T22:25:00-05:00,1.290,,,1,8960,,,1
02OA016,2024-01-01T22:30:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T22:35:00-05:00,1.278,,,1,8910,,,1
02OA016,2024-01-01T22:40:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T22:45:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T22:50:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T22:55:00-05:00,1.289,,,1,8950,,,1
02OA016,2024-01-01T23:00:00-05:00,1.285,,,1,8940,,,1
02OA016,2024-01-01T23:05:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T23:10:00-05:00,1.280,,,1,8920,,,1
02OA016,2024-01-01T23:15:00-05:00,1.284,,,1,8940,,,1
02OA016,2024-01-01T23:20:00-05:00,1.279,,,1,8920,,,1
02OA016,2024-01-01T23:25:00-05:00,1.281,,,1,8930,,,1
02OA016,2024-01-01T23:30:00-05:00,1.282,,,1,8930,,,1
02OA016,2024-01-01T23:35:00-05:00,1.275,,,1,8900,,,1
02OA016,2024-01-01T23:40:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-01T23:45:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-01T23:50:00-05:00,1.275,,,1,8900,,,1
02OA016,2024-01-01T23:55:00-05:00,1.274,,,1,8900,,,1
02OA016,2024-01-02T00:00:00-05:00,1.274,,,1,8900,,,1
02OA016,2024-01-02T00:05:00-05:00,1.268,,,1,8880,,,1
02OA016,2024-01-02T00:10:00-05:00,1.275,,,1,8900,,,1
02OA016,2024-01-02T00:15:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T00:20:00-05:00,1.273,,,1,8900,,,1
02OA016,2024-01-02T00:25:00-05:00,1.279,,,1,8920,,,1
02OA016,2024-01-02T00:30:00-05:00,1.275,,,1,8900,,,1
02OA016,2024-01-02T00:35:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-02T00:40:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-02T00:45:00-05:00,1.275,,,1,8900,,,1
02OA016,2024-01-02T00:50:00-05:00,1.274,,,1,8900,,,1
02OA016,2024-01-02T00:55:00-05:00,1.278,,,1,8910,,,1
02OA016,2024-01-02T01:00:00-05:00,1.273,,,1,8900,,,1
02OA016,2024-01-02T01:05:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T01:10:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T01:15:00-05:00,1.271,,,1,8890,,,1
02OA016,2024-01-02T01:20:00-05:00,1.269,,,1,8880,,,1
02OA016,2024-01-02T01:25:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T01:30:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T01:35:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T01:40:00-05:00,1.271,,,1,8890,,,1
02OA016,2024-01-02T01:45:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T01:50:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T01:55:00-05:00,1.271,,,1,8890,,,1
02OA016,2024-01-02T02:00:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T02:05:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T02:10:00-05:00,1.273,,,1,8900,,,1
02OA016,2024-01-02T02:15:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T02:20:00-05:00,1.268,,,1,8880,,,1
02OA016,2024-01-02T02:25:00-05:00,1.276,,,1,8910,,,1
02OA016,2024-01-02T02:30:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T02:35:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T02:40:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T02:45:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T02:50:00-05:00,1.271,,,1,8890,,,1
02OA016,2024-01-02T02:55:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T03:00:00-05:00,1.273,,,1,8900,,,1
02OA016,2024-01-02T03:05:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T03:10:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T03:15:00-05:00,1.263,,,1,8860,,,1
02OA016,2024-01-02T03:20:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T03:25:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T03:30:00-05:00,1.270,,,1,8890,,,1
02OA016,2024-01-02T03:35:00-05:00,1.268,,,1,8880,,,1
02OA016,2024-01-02T03:40:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T03:45:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T03:50:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T03:55:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T04:00:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T04:05:00-05:00,1.269,,,1,8880,,,1
02OA016,2024-01-02T04:10:00-05:00,1.268,,,1,8880,,,1
02OA016,2024-01-02T04:15:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T04:20:00-05:00,1.269,,,1,8880,,,1
02OA016,2024-01-02T04:25:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T04:30:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T04:35:00-05:00,1.260,,,1,8850,,,1
02OA016,2024-01-02T04:40:00-05:00,1.268,,,1,8880,,,1
02OA016,2024-01-02T04:45:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T04:50:00-05:00,1.274,,,1,8900,,,1
02OA016,2024-01-02T04:55:00-05:00,1.266,,,1,8870,,,1
02OA016,2024-01-02T05:00:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T05:05:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T05:10:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T05:15:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T05:20:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T05:25:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T05:30:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T05:35:00-05:00,1.272,,,1,8890,,,1
02OA016,2024-01-02T05:40:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T05:45:00-05:00,1.263,,,1,8860,,,1
02OA016,2024-01-02T05:50:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T05:55:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T06:00:00-05:00,1.261,,,1,8850,,,1
02OA016,2024-01-02T06:05:00-05:00,1.255,,,1,8830,,,1
02OA016,2024-01-02T06:10:00-05:00,1.263,,,1,8860,,,1
02OA016,2024-01-02T06:15:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T06:20:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T06:25:00-05:00,1.252,,,1,8820,,,1
02OA016,2024-01-02T06:30:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T06:35:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T06:40:00-05:00,1.255,,,1,8830,,,1
02OA016,2024-01-02T06:45:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T06:50:00-05:00,1.257,,,1,8840,,,1
02OA016,2024-01-02T06:55:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T07:00:00-05:00,1.252,,,1,8820,,,1
02OA016,2024-01-02T07:05:00-05:00,1.260,,,1,8850,,,1
02OA016,2024-01-02T07:10:00-05:00,1.253,,,1,8820,,,1
02OA016,2024-01-02T07:15:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T07:20:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T07:25:00-05:00,1.258,,,1,8840,,,1
02OA016,2024-01-02T07:30:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T07:35:00-05:00,1.252,,,1,8820,,,1
02OA016,2024-01-02T07:40:00-05:00,1.261,,,1,8850,,,1
02OA016,2024-01-02T07:45:00-05:00,1.261,,,1,8850,,,1
02OA016,2024-01-02T07:50:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T07:55:00-05:00,1.267,,,1,8870,,,1
02OA016,2024-01-02T08:00:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T08:05:00-05:00,1.260,,,1,8850,,,1
02OA016,2024-01-02T08:10:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T08:15:00-05:00,1.260,,,1,8850,,,1
02OA016,2024-01-02T08:20:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T08:25:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T08:30:00-05:00,1.262,,,1,8860,,,1
02OA016,2024-01-02T08:35:00-05:00,1.264,,,1,8860,,,1
02OA016,2024-01-02T08:40:00-05:00,1.255,,,1,8830,,,1
02OA016,2024-01-02T08:45:00-05:00,1.255,,,1,8830,,,1
02OA016,2024-01-02T08:50:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T08:55:00-05:00,1.265,,,1,8870,,,1
02OA016,2024-01-02T09:00:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T09:05:00-05:00,1.257,,,1,8840,,,1
02OA016,2024-01-02T09:10:00-05:00,1.256,,,1,8840,,,1
02OA016,2024-01-02T09:15:00-05:00,1.259,,,1,8850,,,1
02OA016,2024-01-02T09:20:00-05:00,1.249,,,1,8810,,,1
02OA016,2024-01-02T09:25:00-05:00,1.254,,,1,8830,,,1
02OA016,2024-01-02T09:30:00-05:00,1.251,,,1,8820,,,1
02OA016,2024-01-02T09:35:00-05:00,1.244,,,1,8790,,,1
02OA016,2024-01-02T09:40:00-05:00,1.254,,,1,8830,,,1
02OA016,2024-01-02T09:45:00-05:00,1.252,,,1,8820,,,1
02OA016,2024-01-02T09:50:00-05:00,1.258,,,1,8840,,,1
02OA016,2024-01-02T09:55:00-05:00,1.254,,,1,8830,,,1
02OA016,2024-01-02T10:00:00-05:00,1.250,,,1,8810,,,1
02OA016,2024-01-02T10:05:00-05:00,1.256,,,1,8840,,,1
